rank,metro_area,metro_type,ai_literate_users,avg_score_per_user,centroid_lat,centroid_lon
357,"Cadillac, MI",Micropolitan,3,3.2,44.3378,-85.3369
358,"Cookeville, TN",Micropolitan,3,2.8,36.1914,-85.4637
359,"Cheyenne, WY",Metropolitan,3,264.3,41.3071,-104.6896
360,"Oshkosh-Neenah, WI",Metropolitan,3,255.0,44.0689,-88.6447
361,"Clovis, NM",Micropolitan,3,14.8,34.2237,-103.4313
362,"Faribault-Northfield, MN",Micropolitan,3,1013.0,44.3543,-93.2967
363,"Reading, PA",Metropolitan,3,10.7,40.4163,-75.926
364,"Frankfort, KY",Micropolitan,3,1.7,38.1239,-84.9329
365,"Spartanburg, SC",Metropolitan,3,48.8,34.8379,-81.8476
366,"Elmira, NY",Metropolitan,3,20.8,42.1413,-76.76
367,"Elkhart-Goshen, IN",Metropolitan,3,1.5,41.5974,-85.8588
368,"Pahrump, NV",Micropolitan,2,98.0,38.0424,-116.4719
369,"Alexandria, LA",Metropolitan,2,3.25,31.3306,-92.5418
370,"Lake Charles, LA",Metropolitan,2,2.0,30.0358,-93.1774
371,"Lake Havasu City-Kingman, AZ",Metropolitan,2,5.5,35.7041,-113.7579
372,"Riverton, WY",Micropolitan,2,3.0,43.0405,-108.6304
373,"Lewiston, ID-WA",Metropolitan,2,99.3,46.2692,-116.9437
374,"Warner Robins, GA",Metropolitan,2,2.5,32.4903,-83.712
375,"Oxford, MS",Micropolitan,2,3.5,34.2186,-89.5786
376,"Aberdeen, WA",Micropolitan,2,4.0,47.1444,-123.8286
377,"Warrensburg, MO",Micropolitan,2,45.8,38.7441,-93.8064
378,"Celina, OH",Micropolitan,2,28.3,40.54,-84.6294
379,"Richmond, IN",Micropolitan,2,1.3,39.8644,-85.0099
380,"Richmond-Berea, KY",Micropolitan,2,8.5,37.6025,-84.2109
381,"Bloomsburg-Berwick, PA",Micropolitan,2,10.8,41.0486,-76.4051
382,"Sanford, NC",Micropolitan,2,7.3,35.4752,-79.1715
383,"Hanford-Corcoran, CA",Metropolitan,2,1.5,36.0752,-119.8155
384,"Janesville-Beloit, WI",Metropolitan,2,13.0,42.6712,-89.0716
385,"Jasper, IN",Micropolitan,2,6.0,38.3643,-86.8798
386,"Jacksonville, NC",Metropolitan,2,2.0,34.7098,-77.4158
387,"Houma-Bayou Cane-Thibodaux, LA",Metropolitan,2,7.3,29.4048,-90.6575
388,"Kirksville, MO",Micropolitan,2,176.3,40.289,-92.5726
389,"Vernal, UT",Micropolitan,2,1.0,40.1248,-109.5186
390,"Kahului-Wailuku, HI",Metropolitan,2,23.25,20.8752,-156.6243
391,"Kalispell, MT",Micropolitan,2,4.8,48.2951,-114.0497
392,"Logansport, IN",Micropolitan,2,1.0,40.7615,-86.3459
393,"Madisonville, KY",Micropolitan,2,1.0,37.3088,-87.5408
394,"LaGrange, GA-AL",Micropolitan,2,157.3,32.9651,-85.2373
395,"Laconia, NH",Micropolitan,2,20.5,43.518,-71.4227
396,"La Crosse-Onalaska, WI-MN",Metropolitan,2,4.8,43.6983,-91.1076
397,"Saginaw, MI",Metropolitan,2,5.5,43.335,-84.0532
398,"Roswell, NM",Micropolitan,2,6.0,33.3633,-104.4669
399,"Brenham, TX",Micropolitan,2,4.0,30.2145,-96.4034
400,"Rome, GA",Metropolitan,2,34.3,34.2632,-85.2143
401,"York-Hanover, PA",Metropolitan,2,4562.5,39.92,-76.7265
402,"Wheeling, WV-OH",Metropolitan,2,70.8,39.9748,-80.8413
403,"Zanesville, OH",Micropolitan,2,4.0,39.9654,-81.9444
404,"Farmington, MO",Micropolitan,2,4.3,37.8103,-90.4723
405,"Farmington, NM",Metropolitan,2,80.8,36.5085,-108.3206
406,"Twin Falls, ID",Metropolitan,2,20.5,42.4357,-114.5708
407,"Fort Smith, AR-OK",Metropolitan,2,25.5,35.4392,-94.4484
408,"Gadsden, AL",Metropolitan,2,1.5,34.0453,-86.0348
409,"Carlsbad-Artesia, NM",Micropolitan,2,8.5,32.4715,-104.3045
410,"Durant, OK",Micropolitan,2,110.5,33.9622,-96.2598
411,"Dyersburg, TN",Micropolitan,2,8.5,36.0592,-89.4137
412,"Eagle Pass, TX",Metropolitan,2,23.0,28.7426,-100.3145
413,"New Philadelphia-Dover, OH",Micropolitan,2,21.0,40.4409,-81.4738
414,"Nogales, AZ",Micropolitan,2,162.0,31.526,-110.8465
415,"Mount Airy, NC",Micropolitan,2,38.0,36.4147,-80.6879
416,"El Centro, CA",Metropolitan,2,8.25,33.0396,-115.3653
417,"Eureka-Arcata, CA",Micropolitan,2,22.0,40.705,-123.9158
418,"Fairmont, WV",Micropolitan,2,150.5,39.51,-80.2434
419,"Enid, OK",Metropolitan,2,1.5,36.3791,-97.7827
420,"St. Joseph, MO-KS",Metropolitan,2,894.0,39.8341,-94.7838
421,"Pueblo, CO",Metropolitan,2,8.3,38.1734,-104.5128
422,"Murray, KY",Micropolitan,2,1.0,36.6211,-88.2722
423,"Findlay, OH",Micropolitan,2,5.8,41.0019,-83.6665
424,"Napa, CA",Metropolitan,2,36.0,38.507,-122.3306
425,"Dublin, GA",Micropolitan,2,2.8,32.5286,-82.8507
426,"The Dalles, OR",Micropolitan,2,65.3,45.16,-121.1678
427,"Tifton, GA",Micropolitan,2,2.0,31.592,-83.5773
428,"Traverse City, MI",Metropolitan,2,33.5,44.9414,-85.9058
429,"Pittsfield, MA",Metropolitan,2,5.0,42.3707,-73.2064
430,"Port Angeles, WA",Micropolitan,2,1.0,48.1103,-123.9342
431,"Plainview, TX",Micropolitan,2,1.5,34.0715,-101.5667
432,"Nacogdoches, TX",Micropolitan,2,14.3,31.616,-94.6159
433,"DeRidder, LA",Micropolitan,2,65.8,30.6486,-93.3432
434,"Cortland, NY",Micropolitan,2,3.5,42.595,-76.0703
435,"Decatur, IL",Metropolitan,2,971.3,39.86,-88.9616
436,"Decatur, AL",Metropolitan,2,5.5,34.4906,-87.1026
437,"Wisconsin Rapids-Marshfield, WI",Micropolitan,2,418.5,44.4553,-90.0415
438,"Wichita Falls, TX",Metropolitan,2,1.5,33.7748,-98.4914
439,"Winona, MN",Micropolitan,2,1.5,43.9868,-91.7792
440,"Arkadelphia, AR",Micropolitan,2,33.0,34.0509,-93.1764
441,"Barnstable Town, MA",Metropolitan,2,1.0,41.7734,-70.2381
442,"Ada, OK",Micropolitan,1,1.0,34.728,-96.6844
443,"Adrian, MI",Micropolitan,1,1.0,41.8951,-84.0664
444,"Alamogordo, NM",Micropolitan,1,2.0,32.6131,-105.7414
445,"Alexandria, MN",Micropolitan,1,790.5,45.9337,-95.4535
446,"Alice, TX",Micropolitan,1,1.0,27.368,-98.1568
447,"Alpena, MI",Micropolitan,1,1.0,45.0311,-83.1652
448,"Willmar, MN",Micropolitan,1,8.5,45.1524,-95.0047
449,"Wilmington, OH",Micropolitan,1,120.0,39.4149,-83.8084
450,"Wooster, OH",Micropolitan,1,19.0,40.8289,-81.888
451,"Yankton, SD",Micropolitan,1,1.0,43.009,-97.3948
452,"Owensboro, KY",Metropolitan,1,7.0,37.661,-87.1488
453,"Owosso, MI",Micropolitan,1,4.0,42.9537,-84.1467
454,"Paris, TX",Micropolitan,1,1.0,33.6425,-95.2947
455,"Payson, AZ",Micropolitan,1,20.0,33.7997,-110.8116
456,"Peru, IN",Micropolitan,1,2.0,40.7695,-86.045
457,"Ocean Pines, MD",Micropolitan,1,10.0,38.2165,-75.2967
458,"Oil City, PA",Micropolitan,1,1.0,41.401,-79.758
459,"Opelousas, LA",Micropolitan,1,9.0,30.5989,-92.0058
460,"Oskaloosa, IA",Micropolitan,1,6.0,41.3352,-92.6409
461,"Ottawa, IL",Micropolitan,1,85.0,41.357,-89.1733
462,"Ottawa, KS",Micropolitan,1,1.0,38.5645,-95.2859
463,"Ottumwa, IA",Micropolitan,1,335.0,41.0306,-92.4094
464,"Pierre, SD",Micropolitan,1,440.0,44.4043,-100.4804
465,"Pine Bluff, AR",Micropolitan,1,3.5,34.1224,-92.0308
466,"Plattsburgh, NY",Micropolitan,1,310.0,44.7462,-73.6782
467,"Natchez, MS-LA",Micropolitan,1,94.0,31.5426,-91.3801
468,"New Bern, NC",Micropolitan,1,10.5,35.1029,-77.0253
469,"Norwich-New London-Willimantic, CT",Metropolitan,1,70.0,41.4848,-72.1007
470,"Oak Harbor, WA",Micropolitan,1,139.5,48.1629,-122.5753
471,"Mount Vernon, OH",Micropolitan,1,1.0,40.3988,-82.4215
472,"Muscatine, IA",Micropolitan,1,31.0,41.4839,-91.1128
473,"Muskegon-Norton Shores, MI",Metropolitan,1,40.0,43.2899,-86.5352
474,"Menomonie, WI",Micropolitan,1,30.0,44.9466,-91.8964
475,"Minden, LA",Micropolitan,1,258.0,32.7135,-93.335
476,"Mineral Wells, TX",Micropolitan,1,35.0,32.7532,-98.313
477,"Minot, ND",Metropolitan,1,1.0,48.3188,-101.2077
478,"Mitchell, SD",Micropolitan,1,7.0,43.8131,-98.0163
479,"Racine-Mount Pleasant, WI",Metropolitan,1,80.0,42.7512,-87.6961
480,"Red Bluff, CA",Micropolitan,1,1748.5,40.1257,-122.2339
481,"Red Wing, MN",Micropolitan,1,1.5,44.4097,-92.7229
482,"Rio Grande City-Roma, TX",Micropolitan,1,24.0,26.5621,-98.7384
483,"Mansfield, OH",Metropolitan,1,84.0,40.7747,-82.5365
484,"Marinette, WI-MI",Micropolitan,1,5.0,45.4318,-87.7736
485,"Marion, OH",Micropolitan,1,67.0,40.5872,-83.1609
486,"Maryville, MO",Micropolitan,1,6.5,40.3608,-94.8834
487,"Massena-Ogdensburg, NY",Micropolitan,1,1.0,44.4964,-75.0689
488,"Mayfield, KY",Micropolitan,1,4.0,36.7231,-88.6512
489,"McAlester, OK",Micropolitan,1,48.0,34.9239,-95.7484
490,"McMinnville, TN",Micropolitan,1,4.0,35.6787,-85.7785
491,"Longview-Kelso, WA",Metropolitan,1,1.0,46.1932,-122.681
492,"Lufkin, TX",Micropolitan,1,12.5,31.2548,-94.6119
493,"Lumberton, NC",Micropolitan,1,5.0,34.6402,-79.1039
494,"Laredo, TX",Metropolitan,1,4.0,27.7611,-99.3316
495,"Lawrenceburg, TN",Micropolitan,1,12.0,35.2173,-87.3956
496,"Lewisburg, TN",Micropolitan,1,1.0,35.4689,-86.765
497,"Liberal, KS",Micropolitan,1,2.0,37.1933,-100.8513
498,"Rocky Mount, NC",Metropolitan,1,231.5,35.941,-77.7985
499,"Klamath Falls, OR",Micropolitan,1,105.0,42.6864,-121.6501
500,"Kokomo, IN",Metropolitan,1,7.5,40.4836,-86.1169
501,"La Grande, OR",Micropolitan,1,608.0,45.3102,-118.0088
502,"Juneau, AK",Micropolitan,1,1.0,58.4443,-134.2314
503,"Kankakee, IL",Metropolitan,1,20.0,41.1377,-87.8618
504,"Kearney, NE",Micropolitan,1,776.0,40.7349,-99.0312
505,"Kennett, MO",Micropolitan,1,45.0,36.2721,-90.0909
506,"Kenosha, WI",Metropolitan,1,1.5,42.5785,-87.6531
507,"Jamestown, ND",Micropolitan,1,502.0,46.9793,-98.9588
508,"Jamestown-Dunkirk, NY",Micropolitan,1,2.0,42.3029,-79.4058
509,"Jefferson City, MO",Metropolitan,1,20.0,38.6398,-92.0917
510,"Johnstown, PA",Metropolitan,1,1.0,40.4952,-78.7134
511,"Hermitage, PA",Micropolitan,1,3.0,41.3022,-80.2577
512,"Hot Springs, AR",Metropolitan,1,5.0,34.5767,-93.1504
513,"Huron, SD",Micropolitan,1,1.0,44.4145,-98.2781
514,"Sandusky, OH",Metropolitan,1,1.0,41.5302,-82.7909
515,"Greenville, OH",Micropolitan,1,1.0,40.1332,-84.6193
516,"Greenwood, MS",Micropolitan,1,1.0,33.4984,-90.1064
517,"Hammond, LA",Metropolitan,1,4.5,30.6266,-90.4057
518,"Harrison, AR",Micropolitan,1,11.0,36.0846,-93.1643
519,"Hastings, NE",Micropolitan,1,64.0,40.408,-98.3499
520,"Hays, KS",Micropolitan,1,2.0,38.9148,-99.3172
521,"Henderson, NC",Micropolitan,1,6.0,36.3649,-78.4079
522,"Scottsbluff, NE",Micropolitan,1,10.0,41.6985,-103.7092
523,"Seaford, DE",Micropolitan,1,262.5,38.6833,-75.3395
524,"Selma, AL",Micropolitan,1,1.0,32.326,-87.1065
525,"Seymour, IN",Micropolitan,1,52.5,38.9064,-86.0375
526,"Sheboygan, WI",Metropolitan,1,3.5,43.7197,-87.6348
527,"Show Low, AZ",Micropolitan,1,406.0,35.3996,-110.3214
528,"Sierra Vista-Douglas, AZ",Metropolitan,1,2.0,31.8796,-109.7513
529,"Glens Falls, NY",Metropolitan,1,2524.5,43.4435,-73.6488
530,"Grand Island, NE",Metropolitan,1,1.0,41.0867,-98.3653
531,"Grand Rapids, MN",Micropolitan,1,1.0,47.5095,-93.632
532,"Grants Pass, OR",Metropolitan,1,3.5,42.3655,-123.5555
533,"Great Bend, KS",Micropolitan,1,40.0,38.479,-98.7565
534,"Greencastle, IN",Micropolitan,1,9.0,39.6663,-86.845
535,"Greeneville, TN",Micropolitan,1,16.0,36.1754,-82.8458
536,"Greenfield, MA",Micropolitan,1,94.0,42.5831,-72.5919
537,"Greenville, MS",Micropolitan,1,37.0,33.2838,-90.9473
538,"Fort Madison, IA",Micropolitan,1,110.0,40.642,-91.4793
539,"Fredericksburg, TX",Micropolitan,1,37.0,30.3181,-98.9465
540,"Fremont, NE",Micropolitan,1,14.0,41.5779,-96.654
541,"Gaffney, SC",Micropolitan,1,1.0,35.0481,-81.6205
542,"Gallup, NM",Micropolitan,1,3.5,35.5807,-108.2618
543,"Gardnerville Ranchos, NV-CA",Micropolitan,1,77.0,38.7546,-119.7185
544,"Glasgow, KY",Micropolitan,1,1.0,36.9748,-85.8216
545,"Slidell-Mandeville-Covington, LA",Metropolitan,1,3.5,30.4079,-89.9546
546,"Florence, SC",Metropolitan,1,287.0,34.152,-79.8085
547,"Florence-Muscle Shoals, AL",Metropolitan,1,16.5,34.8082,-87.724
548,"Forrest City, AR",Micropolitan,1,212.0,35.022,-90.7478
549,"El Campo, TX",Micropolitan,1,22764.0,29.2779,-96.2221
550,"El Dorado, AR",Micropolitan,1,65.0,33.1714,-92.5973
551,"Elizabeth City, NC",Micropolitan,1,1.0,36.265,-76.2492
552,"Emporia, KS",Micropolitan,1,15.0,38.3829,-96.3626
553,"Evanston, WY-UT",Micropolitan,1,1.0,41.4059,-110.7869
554,"Statesboro, GA",Micropolitan,1,22.0,32.3457,-81.7738
555,"Steamboat Springs, CO",Micropolitan,1,10.0,40.5741,-107.8033
556,"Stephenville, TX",Micropolitan,1,693.0,32.2363,-98.218
557,"Sterling, CO",Micropolitan,1,12.5,40.7247,-103.1101
558,"Storm Lake, IA",Micropolitan,1,11.5,42.7355,-95.1511
559,"Sulphur Springs, TX",Micropolitan,1,12.5,33.1496,-95.564
560,"Susanville, CA",Micropolitan,1,2.0,40.6736,-120.5943
561,"Tahlequah, OK",Micropolitan,1,6.0,35.9067,-94.9997
562,"Douglas, GA",Micropolitan,1,1066.0,31.4577,-82.8604
563,"Dumas, TX",Micropolitan,1,21.0,35.8377,-101.8929
564,"East Stroudsburg, PA",Micropolitan,1,12.0,41.0581,-75.3395
565,"Effingham, IL",Micropolitan,1,45.0,39.1495,-88.4429
566,"Cullman, AL",Micropolitan,1,8.0,34.1319,-86.8676
567,"Cumberland, MD-WV",Micropolitan,1,1.0,39.5317,-78.8044
568,"Danville, IL",Micropolitan,1,6.0,40.1834,-87.7328
569,"Danville, KY",Micropolitan,1,3.5,37.515,-84.7335
570,"Danville, VA",Micropolitan,1,1.0,36.8111,-79.3976
571,"Daphne-Fairhope-Foley, AL",Metropolitan,1,60.0,30.661,-87.7498
572,"Texarkana, TX-AR",Metropolitan,1,1.0,33.4736,-94.214
573,"Tullahoma-Manchester, TN",Micropolitan,1,161.0,35.4432,-86.1402
574,"Connersville, IN",Micropolitan,1,1.0,39.6401,-85.1787
575,"Cordele, GA",Micropolitan,1,7.0,31.9229,-83.7681
576,"Corinth, MS",Micropolitan,1,1.0,34.8808,-88.5803
577,"Corning, NY",Micropolitan,1,2.0,42.2678,-77.3838
578,"Corsicana, TX",Micropolitan,1,71.0,32.0469,-96.4725
579,"Crawfordsville, IN",Micropolitan,1,1.0,40.0404,-86.8933
580,"Clarksburg, WV",Micropolitan,1,2.0,39.2886,-80.4304
581,"Butte-Silver Bow, MT",Micropolitan,1,9.0,45.9024,-112.6567
582,"Camden, AR",Micropolitan,1,4.0,33.5771,-92.7073
583,"Campbellsville, KY",Micropolitan,1,5.5,37.3142,-85.4428
584,"Cañon City, CO",Micropolitan,1,5.0,38.4731,-105.4395
585,"Ukiah, CA",Micropolitan,1,1.0,39.4336,-123.4316
586,"Van Wert, OH",Micropolitan,1,5.0,40.8554,-84.5861
587,"Vernon, TX",Micropolitan,1,4.0,34.0807,-99.2411
588,"Vicksburg, MS",Micropolitan,1,227.5,32.3572,-90.852
589,"Vincennes, IN",Micropolitan,1,40.0,38.6891,-87.418
590,"Vineland, NJ",Metropolitan,1,10.5,39.3281,-75.1293
591,"Brigham City, UT-ID",Micropolitan,1,6.0,41.6239,-112.9991
592,"Brownwood, TX",Micropolitan,1,6.5,31.7743,-98.9998
593,"Brunswick-St. Simons, GA",Metropolitan,1,1.0,31.3055,-81.5872
594,"Bucyrus, OH",Micropolitan,1,5.0,40.8508,-82.9198
595,"Burley, ID",Micropolitan,1,313.0,42.4149,-113.6087
596,"Burlington, IA-IL",Micropolitan,1,1.0,40.8729,-91.0588
597,"Big Rapids, MI",Micropolitan,1,2.0,43.6408,-85.3246
598,"Blackfoot, ID",Micropolitan,1,31.5,43.2166,-112.3981
599,"Bonham, TX",Micropolitan,1,6.5,33.5938,-96.1068
600,"Batesville, AR",Micropolitan,1,2.0,35.7416,-91.5697
601,"Bay City, MI",Metropolitan,1,6.0,43.7214,-83.9418
602,"Amsterdam, NY",Micropolitan,1,1023.5,42.9023,-74.4397
603,"Arkansas City-Winfield, KS",Micropolitan,1,3.0,37.2378,-96.8375
604,"Ashland, OH",Micropolitan,1,1.0,40.846,-82.2707
605,"Atchison, KS",Micropolitan,1,7.0,39.5317,-95.3134
606,"Auburn, NY",Micropolitan,1,5.0,43.0103,-76.5744
607,"Wabash, IN",Micropolitan,1,31.5,40.8457,-85.794
608,"Walla Walla, WA",Metropolitan,1,1.0,46.2298,-118.4784
609,"Washington, IN",Micropolitan,1,138.0,38.7024,-87.0721
610,"West Plains, MO",Micropolitan,1,1.0,36.774,-91.8865
611,"Aberdeen, SD",Micropolitan,1,200.0,45.5216,-98.696
